Student_ID,Age,Gender,Year_of_Study,Department,Residence_Type,Attendance_Percent,Study_Hours_Per_Day,Previous_GPA,Backlogs,Sleep_Hours,Screen_Time_Hours,Exercise_Freq_Per_Week,Social_Activity_Score,Part_Time_Job,Family_Income_Bracket,Financial_Stress_Score,Family_Support_Score,Stress_Level,Anxiety_Score,Motivation_Score,Peer_Pressure_Score,Counseling_Access,Burnout_Level,Dropout_Risk
STU00755,20,Female,3,Science,Day Scholar,,2.6,5.85,0.0,5.7,6.6,1,6.4,Yes,Upper-Middle,4.1,10.0,1.5,8.0,5.3,3.2,Yes,Low,Yes
STU00756,24,Other,3,Business,Day Scholar,56.9,4.7,8.55,1.0,7.3,4.0,1,4.1,Yes,High,1.5,2.6,,0.7,5.2,5.4,Yes,Low,No
STU00757,22,Female,3,Arts,Hostel,81.2,5.5,7.99,0.0,3.9,4.2,1,4.1,No,Upper-Middle,4.7,10.0,5.6,6.5,5.3,3.7,Yes,Low,Yes
STU00758,18,Male,1,Business,Hostel,56.5,4.6,5.9,,3.7,5.8,1,5.0,No,Middle,2.6,6.3,7.1,2.3,8.8,1.6,No,Low,No
STU00759,20,Male,1,,Hostel,86.5,0.4,7.91,0.0,4.0,4.3,2,3.4,No,High,5.2,6.9,4.5,4.5,3.9,5.2,Yes,Low,No
STU00760,20,Male,3,Arts,Day Scholar,71.5,2.2,6.46,0.0,6.7,8.4,1,8.1,Yes,Upper-Middle,,3.6,6.0,1.5,6.9,3.9,No,Low,No
STU00761,22,Female,4,Arts,Hostel,56.5,2.9,7.09,1.0,5.4,4.2,2,6.9,No,Upper-Middle,5.9,2.6,7.7,2.1,6.1,6.7,No,Medium,Yes
STU00762,22,Female,1,Engineering,PG/Rented,69.3,0.2,7.64,2.0,7.5,1.2,2,5.2,No,Low,8.8,1.5,3.2,4.8,2.6,5.1,No,High,Yes
STU00763,17,Female,1,Engineering,Hostel,69.9,1.8,8.72,0.0,6.4,2.6,2,3.3,Yes,Lower-Middle,3.3,8.8,1.6,5.2,4.9,5.0,No,Medium,Yes
STU00764,24,Male,2,Engineering,Hostel,94.0,2.9,5.9,2.0,9.0,2.8,1,,No,Middle,2.1,6.3,7.7,7.3,3.7,6.5,Yes,Medium,Yes
STU00765,22,Female,4,Engineering,Day Scholar,80.6,2.5,7.31,2.0,4.3,4.9,2,3.3,No,Middle,7.6,7.5,3.5,4.1,2.8,4.8,No,High,Yes
STU00766,19,Female,1,Business,Day Scholar,63.7,3.2,9.62,1.0,6.7,6.0,0,2.5,No,Lower-Middle,9.1,9.0,6.4,6.4,8.0,6.1,No,Medium,Yes
STU00767,25,Male,2,Arts,Hostel,100.0,1.0,6.55,2.0,5.0,5.6,0,5.6,No,Low,2.1,6.3,9.4,5.0,2.9,3.2,No,High,Yes
STU00768,18,Female,4,Engineering,Hostel,87.4,2.5,,0.0,7.1,6.5,2,3.7,No,Middle,4.8,10.0,7.2,6.3,7.1,7.8,No,Medium,No
STU00769,24,Male,1,Law,PG/Rented,73.0,,9.62,0.0,6.4,4.9,1,,No,Lower-Middle,6.1,4.7,3.6,2.6,3.7,5.1,No,Medium,No
STU00770,19,Male,1,Engineering,Hostel,54.7,3.2,7.69,1.0,4.7,5.0,1,3.4,Yes,Lower-Middle,4.4,5.6,,5.2,8.4,2.1,No,High,Yes
STU00771,21,Female,3,Science,Hostel,,3.9,4.74,3.0,6.0,9.4,7,7.0,Yes,Lower-Middle,1.0,4.5,3.9,5.8,4.6,4.8,No,High,No
STU00772,22,Male,4,Arts,PG/Rented,74.7,3.8,5.69,0.0,6.3,8.2,0,3.5,No,Upper-Middle,1.8,8.3,5.8,3.9,6.2,,Yes,Low,No
STU00773,22,Female,1,Business,Hostel,83.5,2.5,7.77,1.0,5.3,6.4,0,7.5,Yes,Middle,2.1,8.9,5.0,5.8,4.3,4.7,No,Medium,Yes
STU00774,20,Female,2,Engineering,Day Scholar,87.1,3.4,7.39,1.0,7.3,7.5,3,4.4,Yes,Lower-Middle,2.6,5.5,8.2,6.0,0.9,0.0,No,High,Yes
STU00775,19,Female,2,Arts,Hostel,90.1,1.9,7.03,1.0,4.7,1.3,1,2.5,No,Low,5.2,3.4,6.8,3.9,2.0,3.4,Yes,Medium,Yes
STU00776,20,Male,2,Business,Hostel,53.8,2.8,9.83,0.0,9.3,3.7,1,,No,Middle,7.5,9.2,4.0,6.7,1.5,1.7,No,Medium,Yes
STU00777,17,Female,3,Law,Hostel,81.1,,5.94,1.0,7.6,4.5,0,6.8,Yes,Upper-Middle,1.9,4.6,7.2,0.0,6.0,1.8,Yes,Low,No
STU00778,20,Female,2,Arts,Hostel,75.6,4.9,6.7,0.0,6.7,3.7,7,3.3,No,Middle,3.2,,8.5,0.8,5.4,4.8,Yes,Low,No
STU00779,17,Female,2,Law,Hostel,100.0,2.8,4.05,0.0,10.0,2.1,3,5.1,No,Lower-Middle,2.4,,,2.7,6.7,3.4,No,Low,No
STU00780,17,Male,2,Engineering,Hostel,79.0,4.9,8.42,1.0,5.7,6.4,2,5.6,No,Middle,5.7,,6.5,5.6,4.1,3.8,No,Medium,Yes
STU00781,22,Male,3,Science,PG/Rented,68.7,3.7,5.68,2.0,7.1,8.5,2,,Yes,,,4.8,3.8,3.3,0.9,2.7,No,High,Yes
STU00782,21,Female,2,Arts,Hostel,79.7,1.8,8.28,1.0,6.5,5.5,1,4.1,No,Lower-Middle,2.7,8.0,5.2,2.1,8.2,7.3,No,Low,No
STU00783,20,Male,4,Science,Day Scholar,77.9,3.6,8.13,2.0,7.4,6.9,3,6.8,No,Middle,1.3,5.3,3.7,4.8,7.6,4.6,Yes,Low,No
STU00784,19,Female,1,Engineering,PG/Rented,48.2,4.5,10.0,2.0,8.4,5.4,1,,No,Lower-Middle,8.1,7.7,8.0,5.2,6.3,1.5,No,High,Yes
STU00785,17,Female,4,Science,Day Scholar,84.1,3.1,7.71,0.0,7.0,4.5,2,3.8,Yes,Low,10.0,4.5,4.5,3.6,7.8,5.8,No,High,Yes
STU00786,22,Female,4,,Hostel,73.3,3.3,6.3,1.0,7.8,7.5,1,1.5,No,Low,5.2,9.2,6.4,2.4,5.3,3.8,Yes,Medium,Yes
STU00787,18,Female,1,Science,PG/Rented,77.6,2.3,7.44,0.0,5.4,2.4,1,1.5,No,Middle,8.4,5.4,6.8,5.0,6.1,6.9,No,High,Yes
STU00788,24,Female,2,Business,Hostel,64.9,3.2,5.74,1.0,5.9,1.4,0,5.4,Yes,Low,3.7,6.7,10.0,6.7,4.0,4.5,No,High,Yes
STU00789,21,Female,2,Medicine,Hostel,61.6,3.6,7.25,0.0,8.7,2.3,3,4.8,No,Low,5.0,3.9,5.0,2.3,3.3,3.1,No,Medium,Yes
STU00790,23,Female,1,Engineering,PG/Rented,91.2,2.3,,2.0,7.1,7.4,3,6.8,Yes,Lower-Middle,6.5,6.5,,8.5,2.2,3.4,Yes,High,Yes
STU00791,18,Female,2,Science,Day Scholar,94.6,1.5,6.7,2.0,6.6,5.7,2,7.3,No,Low,3.3,4.0,5.4,3.8,3.9,3.7,No,Medium,No
STU00792,24,Male,1,Medicine,Day Scholar,84.3,5.3,5.54,0.0,5.1,6.3,2,4.5,Yes,Middle,4.6,6.4,3.8,3.6,10.0,5.5,No,Low,No
STU00793,18,Male,1,Science,Hostel,50.8,4.2,,0.0,7.6,9.2,1,6.9,No,Low,4.3,4.4,4.5,5.3,2.3,2.9,No,High,Yes
STU00794,20,Female,4,Arts,Day Scholar,85.2,2.3,7.95,1.0,5.0,2.9,3,3.9,No,Lower-Middle,6.0,6.2,7.0,5.2,3.5,7.0,No,Medium,No
STU00795,17,Male,1,Business,Hostel,51.1,3.6,4.49,5.0,4.6,8.1,1,4.7,No,Upper-Middle,,7.5,4.2,0.1,5.7,5.2,No,High,Yes
STU00796,21,Male,4,Law,PG/Rented,68.1,0.8,5.84,0.0,6.4,,1,4.6,No,Middle,3.3,,6.6,4.8,10.0,4.9,Yes,Low,No
STU00797,25,Male,2,Engineering,Hostel,91.0,0.0,7.04,1.0,2.6,4.3,3,8.2,Yes,Middle,4.3,,6.7,,3.3,4.6,Yes,High,Yes
STU00798,17,Female,4,Arts,PG/Rented,,4.9,3.51,1.0,7.1,5.7,3,2.4,No,Low,7.6,7.4,6.0,7.3,4.2,4.5,No,High,Yes
STU00799,25,Female,3,Science,Day Scholar,84.9,,9.24,1.0,,6.0,2,5.1,No,Middle,6.3,7.4,6.8,4.7,6.9,,No,Low,No
STU00800,24,Female,1,Science,PG/Rented,,3.1,5.8,1.0,5.7,5.0,2,3.6,Yes,Lower-Middle,6.1,10.0,4.9,4.2,6.8,5.1,No,Medium,No
